,Match_Id,Round_ID,Round_Number,Round_Time,Event_Type,Kill_ID,Traded_by_ID,Traded_for_ID,Bomb_Status,Resurrection_ID,Player_ID,Assists,Reference_Player_ID,Damage_Type,Weapon_ID,Ability
192,167897,2577062,21,43373,kill,20487479.0,,,,,763.0,"[{'assistId': 7652564, 'assistantId': 1012, 'damage': 115}]",11412.0,weapon,14.0,
193,167897,2577062,21,58452,defuse,,,,1888758.0,,763.0,[],,,,
194,167897,2577063,22,0,start,,,,,,,[],,,,
195,167897,2577063,22,4541,kill,20487484.0,,,,,3599.0,"[{'assistId': 7652566, 'assistantId': 1804, 'damage': 0}, {'assistId': 7652567, 'assistantId': 1091, 'damage': 40}]",763.0,weapon,4.0,
196,167897,2577063,22,36424,kill,20487482.0,,,,,1023.0,[],3599.0,weapon,6.0,
197,167897,2577063,22,36555,kill,20487485.0,,,,,1597.0,"[{'assistId': 7652568, 'assistantId': 1023, 'damage': 75}]",11412.0,weapon,4.0,
198,167897,2577063,22,36981,kill,20487487.0,20487481.0,,,,1804.0,[],1802.0,weapon,4.0,
199,167897,2577063,22,37580,kill,20487481.0,,20487487.0,,,1012.0,[],1804.0,weapon,6.0,
200,167897,2577063,22,37860,kill,20487483.0,20487488.0,,,,1023.0,[],1091.0,weapon,6.0,
201,167897,2577063,22,39670,kill,20487488.0,,20487483.0,,,4509.0,[],1023.0,weapon,6.0,
202,167897,2577063,22,44110,kill,20487486.0,,,,,1597.0,[],4509.0,weapon,4.0,
203,167898,2577064,1,0,start,,,,,,,[],,,,
204,167898,2577064,1,55268,kill,20487489.0,,,,,11412.0,[],1023.0,weapon,12.0,
205,167898,2577064,1,61145,plant,,,,1888759.0,,11412.0,[],,,,
206,167898,2577064,1,66540,kill,20487490.0,,,,,4509.0,"[{'assistId': 7652569, 'assistantId': 1091, 'damage': 0}]",763.0,weapon,12.0,
207,167898,2577064,1,68628,kill,20487493.0,,,,,1802.0,[],11412.0,weapon,12.0,
208,167898,2577064,1,74454,kill,20487491.0,,,,,4509.0,[],1597.0,weapon,12.0,
209,167898,2577064,1,78238,kill,20487494.0,,,,,3599.0,[],1802.0,weapon,12.0,
210,167898,2577064,1,83009,kill,20487492.0,,,,,4509.0,[],1012.0,weapon,12.0,
211,167898,2577065,2,0,start,,,,,,,[],,,,
212,167898,2577065,2,23880,kill,20487502.0,20487499.0,,,,3599.0,[],1012.0,weapon,12.0,
213,167898,2577065,2,24910,kill,20487499.0,,20487502.0,,,763.0,[],3599.0,weapon,11.0,
214,167898,2577065,2,47080,kill,20487498.0,,,,,4509.0,"[{'assistId': 7652572, 'assistantId': 1091, 'damage': 30}]",1023.0,weapon,5.0,
215,167898,2577065,2,52166,plant,,,,1888760.0,,11412.0,[],,,,
216,167898,2577065,2,55552,kill,20487496.0,,,,,1091.0,[],1802.0,weapon,5.0,
217,167898,2577065,2,59254,kill,20487495.0,,,,,11412.0,"[{'assistId': 7652570, 'assistantId': 1091, 'damage': 68}]",1597.0,weapon,12.0,
218,167898,2577065,2,63175,kill,20487500.0,,,,,763.0,[],11412.0,weapon,12.0,
219,167898,2577065,2,94161,kill,20487501.0,20487497.0,,,,763.0,[],1804.0,weapon,12.0,
220,167898,2577065,2,94320,kill,20487497.0,,20487501.0,,,1091.0,"[{'assistId': 7652571, 'assistantId': 11412, 'damage': 50}]",763.0,weapon,5.0,
221,167898,2577066,3,0,start,,,,,,,[],,,,
222,167898,2577066,3,18949,kill,20487511.0,,,,,1802.0,[],3599.0,weapon,15.0,
223,167898,2577066,3,32428,kill,20487508.0,20487507.0,,,,1597.0,[],1091.0,weapon,4.0,
224,167898,2577066,3,35394,kill,20487507.0,,20487508.0,,,4509.0,[],1597.0,weapon,16.0,
225,167898,2577066,3,71094,kill,20487503.0,,,,,11412.0,[],1023.0,weapon,5.0,
226,167898,2577066,3,77074,plant,,,,1888761.0,,4509.0,[],,,,
227,167898,2577066,3,82124,kill,20487509.0,,,,,1804.0,"[{'assistId': 7652573, 'assistantId': 11412, 'damage': 0}]",1802.0,weapon,4.0,
228,167898,2577066,3,84625,kill,20487510.0,,,,,763.0,[],4509.0,weapon,6.0,
229,167898,2577066,3,89855,kill,20487512.0,20487504.0,,,,1012.0,"[{'assistId': 7652574, 'assistantId': 763, 'damage': 0}]",1804.0,weapon,4.0,
230,167898,2577066,3,90300,kill,20487504.0,,20487512.0,,,11412.0,[],1012.0,weapon,5.0,
231,167898,2577066,3,116337,kill,20487505.0,,,,,11412.0,[],763.0,weapon,4.0,
232,167898,2577066,3,122571,kill,20487506.0,,,,,11412.0,[],11412.0,bomb,,
233,167898,2577067,4,0,start,,,,,,,[],,,,
234,167898,2577067,4,26875,plant,,,,1888762.0,,1804.0,[],,,,
235,167898,2577067,4,27003,kill,20487517.0,,,,,3599.0,[],1597.0,weapon,23.0,
236,167898,2577067,4,36146,kill,20487515.0,20487513.0,,,,1023.0,[],1804.0,weapon,13.0,
237,167898,2577067,4,36457,kill,20487513.0,,20487515.0,,,4509.0,[],1023.0,weapon,4.0,
238,167898,2577067,4,37475,kill,20487514.0,20487516.0,,,,4509.0,"[{'assistId': 7652575, 'assistantId': 1091, 'damage': 0}]",1802.0,weapon,4.0,
239,167898,2577067,4,40218,kill,20487516.0,20487518.0,20487514.0,,,763.0,[],4509.0,weapon,13.0,
240,167898,2577067,4,42356,kill,20487518.0,,20487516.0,,,3599.0,[],763.0,weapon,23.0,
241,167898,2577067,4,48813,kill,20487519.0,,,,,3599.0,[],1012.0,weapon,23.0,
242,167898,2577068,5,0,start,,,,,,,[],,,,
243,167898,2577068,5,59467,kill,20487527.0,20487521.0,,,,1012.0,"[{'assistId': 7652578, 'assistantId': 1597, 'damage': 0}]",11412.0,weapon,4.0,
